jcompany_name,scompany_name,company_name_clean,company_tech_stack,company_keywords_jumpit,company_type,industry
아이브,(주)아이브,아이브,C;Git Flow;Windows Server;PostgreSQL;PLC;Infra;Prometheus;Next.js;Windows;Grafana;gRPC;TypeScript;QA;REST API;PyTorch;Docker;JavaScript;Network;TCP/IP;Notion;HALCON;Milanote;Python;TensorFlow;Ubuntu;CSS 3;C++;React;Jira;CUDA;ethernet;Git;Linux;OpenCV;HTML5;FastAPI;MongoDB;MES;Bitbucket;Kubernetes,"평균연봉 상위 10%;급성장중;자유로운 연차;재택근무;신분당선 역세권 기업;아기 유니콘;점심지원;평균연봉 7,000 이상",중소기업;주식회사;병역특례 인증업체,산업처리공정 제어장비 제조업
톤28,(주)톤28,톤28,CSS 3;jQuery;Git;HTML5;JavaScript;Go;PHP;Bitbucket;Laravel;AWS,스타트업;매출액 100억 기업;급성장중;자유로운 연차;프리한 복장;Pre A 투자유치,스타트업;중소기업;주식회사,화장품 및 화장용품 도매업
엠투클라우드,엠투클라우드(주),엠투클라우드,CSS 3;AngularJS;Spring MVC;C;SW;MariaDB;Node.js;TypeScript;RDB;REST API;FW;Git;jQuery;JavaScript;HTML5;MySQL;AWS;MCU,급성장중;자유로운 연차;패밀리데이;프리한 복장;8호선 역세권 기업;워라밸,중소기업;주식회사;연구소,컴퓨터 프로그래밍 서비스업
트리페이네트웍스,(주)트리페이네트웍스,트리페이네트웍스,Java;C,영업이익 20% 지속성장;7호선 역세권 기업,중소기업,그 외 기타 기계 및 장비 도매업
혜움,(주)혜움,혜움,Airflow;Amazon SQS;pytest;GitHub;PostgreSQL;Kafka;Redis;SQL;AZURE;NLP;Google BigQuery;GCP;Amazon Redshift;Django;MySQL;FastAPI;Sentry;MSA;AWS;Queue;Python;TypeScript;Vue.js;GitHub Actions;TailwindCSS;SCSS;pnpm;Jest,육아휴직;급성장중;자유로운 연차;패밀리데이;인천1호선 역세권 기업;아기 유니콘,중소기업;주식회사,시스템 소프트웨어 개발 및 공급업
피아스페이스,피아스페이스(주),피아스페이스,TypeScript;RDB;REST API;AI/인공지능;PyTorch;GitHub;Notion;Node.js;NestJS;Linear;WebSocket;Kubernetes,급성장중;자유로운 연차;매출액 150% 급성장;점심지원;매출액 20% 지속성장,중소기업;주식회사,응용 소프트웨어 개발 및 공급업
디윅스,(주)디윅스,디윅스,Java;AngularJS;CSS 3;AI/인공지능;PostgreSQL;Spring Boot;Next.js;Spring;React;TypeScript;REST API;Vue.js;PyTorch;Elasticsearch;Docker;Linux;JavaScript;HTML5;Spring Framework;FastAPI;Jupyter;Python;TensorFlow,"평균연봉 상위 10%;연봉상승률 15% 이상;급성장중;패밀리데이;2호선 역세권 기업;평균연봉 7,000 이상",중소기업;주식회사,응용 소프트웨어 개발 및 공급업
가온브로드밴드,가온브로드밴드(주),가온브로드밴드,C++;C;Linux;SW;Embedded Linux;Network;Router;TCP/IP;Embedded,"평균연봉 상위 10%;급성장중;자유로운 연차;가온그룹 계열사;매출액 1000억 기업;수인분당선 역세권 기업;점심지원;평균연봉 7,000 이상;사내 카페",중견기업;주식회사,기타 무선 통신장비 제조업
핀즐,주식회사핀즐,핀즐,CSS 3;ISMS;GCP;JavaScript;HTML5;Node.js;CloudFlare,8호선 역세권 기업;유연근무제,중소기업;주식회사,솔루션·SI·ERP·CRM
데이원컴퍼니,(주)데이원컴퍼니,데이원컴퍼니,Java;GitHub Actions;Terraform;Docker;Node.js;React Native;AWS;React;OpenAPI;QA;Confluence;Notion;Jira,급성장중;시리즈D 투자유치;패스트트랙아시아 계열사;코스닥;매출액 1000억 기업;2호선 역세권 기업,중소기업;코스닥,기타 기술 및 직업훈련학원
유모델러,(주)유모델러,유모델러,C#;CUDA;C++;Unity;MVVM;DirectX;OpenGL;3D Rendering;.NET;Windows;macOS;Vulkan;TypeScript;AZURE;REST API;PHP;Node.js;React;AWS;NestJS,7호선 역세권 기업;유연근무제;시리즈A 투자유치,중소기업;주식회사;수출입 기업,유선 온라인 게임 소프트웨어 개발 및 공급업
시에라베이스,(주)시에라베이스,시에라베이스,Java;C++;Visual C++;ROS;JavaScript;Node.js;Spring;C++ Builder;Python,"연봉상승률 10% 이상;급성장중;휴가비 지원;유연근무제;점심지원;매출액 20% 지속성장;평균연봉 6,000 이상",중소기업;주식회사,응용 소프트웨어 개발 및 공급업
더아머베어러,(주)더아머베어러,더아머베어러,C#;Java;MSSQL;AZURE;REST API;Docker;GCP;MySQL;ASP.NET;.NET;Oracle;AWS;Kubernetes;Python,"평균연봉 상위 10%;연봉상승률 30% 이상;급성장중;9호선 역세권 기업;유연근무제;점심지원;평균연봉 7,000 이상",중소기업,"화물운송 중개, 대리 및 관련 서비스업"
엠에스코리아,엠에스코리아,엠에스코리아,C#;Java;C;Git;JavaScript;Amazon Aurora;React,인천1호선 역세권 기업,"",시설관리·경비·용역
스토어링크,(주)스토어링크,스토어링크,Java;REST API;RDB;IntelliJ IDEA;MySQL;Spring Framework;Spring Boot;Gradle;Kotlin,영업이익 20% 지속성장;시리즈C 투자유치;매출액 100억 기업;급성장중;점심지원;매출액 20% 지속성장;영업이익 150% 급성장,중소기업;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업
인터엑스,(주)인터엑스,인터엑스,C#;Golang;C;PLC;PostgreSQL;WPF;HW;TypeScript;REST API;RDB;NoSql;PyTorch;Docker;Neo4j;Confluence;JavaScript;.NET;React.js Boilerplate;Azure DevOps;Python;TensorFlow;Java;CSS 3;C++;SW;Redis;React;Jira;SQL;Kotlin;Git;Linux;OpenCV;HTML5;Pandas;ASP.NET;MongoDB;FastAPI;AI/인공지능,"매출액 100억 기업;급성장중;자유로운 연차;아기 유니콘;매출액 20% 지속성장;성과급/상여금;평균연봉 6,000 이상",중소기업;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업
블루텍,(주)블루텍,블루텍,C#;FW;C++;C;SW;Linux;FPGA;Embedded Linux;Embedded;ARM;MCU;HW,"급성장중;자유로운 연차;휴가비 지원;점심지원;매출액 20% 지속성장;평균연봉 6,000 이상",중소기업;주식회사,유선 통신장비 제조업
마카롱팩토리,(주)마카롱팩토리,마카롱팩토리,Next.js;iOS;Datadog;QA;TypeScript;Druid;Storybook;Jetpack Compose;MySQL;Flutter;Coroutine;Sentry;Emotion;Android Studio;Realm;AWS;Jest;Java;Redis;Spring;Dynamo;Vite;React;Kotlin;Git;XML;Zustand;Swift;Android SDK;Android OS;Rxswift;Postman,급성장중;장기근속 포상;경강선 역세권 기업;유연근무제;점심지원;매출액 20% 지속성장;시리즈A 투자유치;영업이익 150% 급성장;성과급/상여금;영업이익 20% 지속성장;스타트업;연봉상승률 15% 이상;매출액 100억 기업,스타트업;중소기업;주식회사,포털 및 기타 인터넷 정보매개 서비스업
와탭랩스,(주)와탭랩스,와탭랩스,ELK;Go;Spring Boot;iOS;MachineLearning;Datadog;QA;Docker;CISSP;.NET;Flutter;Vert.x;Python;Rust;Playwright;Node.js;CISA;Spring;SQL;Zabbix;Git;Slack;Linux;Netty;Android OS;Undertow;WhatsApp;C#;C;Kafka;DeepLearning;Testrail;Windows;TypeScript;AZURE;RDB;Shell;NoSql;JavaScript;PHP;React.js Boilerplate;Oracle;AWS;Ruby;Spring Data JPA;Azure DevOps;Spring Security;Java;C++;AWS Shell;React;Jira;Containerum;GCP;Spring Framework;DB;Kubernetes,"시리즈B 투자유치;연봉상승률 10% 이상;평균연봉 상위 10%;스타트업;2호선 역세권 기업;아기 유니콘;점심지원;간식 제공;평균연봉 7,000 이상",스타트업;중소기업;주식회사;사단법인,응용 소프트웨어 개발 및 공급업
스타마타,(주)스타마타,스타마타,AR;AI/인공지능;C++;C;Linux;SW;DeepLearning;Embedded;VR;Python,스타트업;급성장중;스타트업 인기TOP100,스타트업;중소기업;주식회사,응용 소프트웨어 개발 및 공급업
프라이빗테크놀로지,프라이빗테크놀로지(주),프라이빗테크놀로지,OpenResty;ELK;Windows Server;Infra;WPF;IPS;QA;Docker;NGINX;Network;MySQL;CISSP;Insight;TCP/IP;Embedded;Python;Hibernate;Node.js;CISA;Spring;Git;Linux;AssemblyScript;Nginx Proxy Manager;C#;C;Qt;Windows;Mfc;FW;Snort;VPN;JavaScript;Lua;Spring Data JPA;Java;CSS 3;C++;SecureCRT;SW;Windows Terminal;Redis;MariaDB;Jira;Firewall;Flow;ISMS;jQuery;Splunk;DB,급성장중;휴가비 지원;2호선 역세권 기업;유연근무제;간식 제공;성과급/상여금,중소기업,시스템 소프트웨어 개발 및 공급업
아이트럭,(주)아이트럭,아이트럭,Ubuntu;Java;AI/인공지능;scikit-learn;GitHub;Node.js;MachineLearning;NumPy;Kotlin;SQL;TypeScript;REST API;Vue.js;MySQL;JavaScript;Pandas;BigData;Keras;AWS;Python,점심지원;매출액 20% 지속성장;간식 제공;성과급/상여금,중소기업;주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업
벤디트,(주)벤디트,벤디트,TypeScript;GraphQL;Electron;ES6;Redis;MSA;Node.js;MongoDB;AWS;React,2호선 역세권 기업;아기 유니콘;유연근무제,중소기업;주식회사;연구소,솔루션·SI·ERP·CRM
휴네이트,(주)휴네이트,휴네이트,FW;Amazon Kinesis Firehose;C++;SW;Linux;Network;Infra;.NET;Embedded;MCU,급성장중;점심지원;매출액 20% 지속성장,중소기업;주식회사,기타 전기 변환장치 제조업
모빌린트,(주)모빌린트,모빌린트,Java;C++;C;EDA;SW;FPGA;DeepLearning;Perl;MachineLearning;HW;ASIC;PyTorch;Git;Linux;Verilog;Embedded;Python;TensorFlow,"시리즈B 투자유치;연봉상승률 10% 이상;평균연봉 상위 10%;급성장중;2호선 역세권 기업;점심지원;평균연봉 7,000 이상",중소기업;주식회사;연구소;병역특례 인증업체,자연과학 및 공학 융합 연구개발업
인공지능팩토리,(주)인공지능팩토리,인공지능팩토리,Java;CSS 3;AI/인공지능;GitHub;Spring Boot;Next.js;Cloud CMS;React;TypeScript;React Query;AZURE;GCP;TailwindCSS;HTML5;JavaScript;Zustand;AWS;NestJS;Python,육아휴직;장기근속 포상;자유로운 연차;성과급/상여금;Pre A 투자유치,중소기업;주식회사;외부감사법인,응용 소프트웨어 개발 및 공급업
스키아,(주)스키아,스키아,C++;PyTorch;Docker;Linux;OpenCV;Swift;iOS;Python,매출액 150% 급성장;1호선 역세권 기업;유연근무제;매출액 20% 지속성장,중소기업;주식회사;병역특례 인증업체,그 외 기타 의료용 기기 제조업
네오커스,(주)네오커스,네오커스,Git;JavaScript;HTML5;MariaDB;PHP;React.js Boilerplate;Laravel,9호선 역세권 기업;점심지원;간식 제공,중소기업,경영 컨설팅업
더스윙,(주)더스윙,더스윙,Jetpack Compose;Router;FLEX;Flutter;Coroutine;Swift;iOS;Android OS;Rxswift;fastlane;Dart;Java;Spring Boot;Spring Data JPA;Kotlin,연봉상승률 20% 이상;매출액 500억 기업;주거복지;급성장중;4호선 역세권 기업;유연근무제;점심지원;시리즈A 투자유치;예비 유니콘,중소기업;외국인 투자기업;주식회사;연구소;병역특례 인증업체,응용 소프트웨어 개발 및 공급업
에이트테크,(주)에이트테크,에이트테크,C#;CUDA;C++;AI/인공지능;C;PyTorch;OpenCV;GitHub;Python,육아휴직;자유로운 연차;프리한 복장;워라밸;사내 카페,중소기업;주식회사,산업용 로봇 제조업
플랙스뉴럴랩스,(주)플랙스뉴럴랩스,플랙스뉴럴랩스,Urban Airship;Vue.js;Google BigQuery Data Transfer Service;BullMQ;Google Test;JavaScript;Node.js,연봉상승률 10% 이상;영업이익 20% 지속성장;매출액 150% 급성장;재택근무;5호선 역세권 기업;유연근무제;매출액 20% 지속성장;영업이익 150% 급성장,중소기업,전자상거래 소매 중개업
픽켓팅,(주)픽켓팅,픽켓팅,TypeScript;Java;TailwindCSS;MySQL;Redis;Spring Boot;React,9호선 역세권 기업,중소기업,포털 및 기타 인터넷 정보매개 서비스업
네일톡톡,(주)네일톡톡,네일톡톡,C++;GitHub;MachineLearning;Spring;iOS;Jira;Kotlin;TypeScript;REST API;Git;OpenCV;JavaScript;TCP/IP;Flutter;Android OS;Dart,4호선 역세권 기업;점심지원;간식 제공,중소기업;주식회사;수출입 기업,그 외 기타 특수목적용 기계 제조업
텐빌리언,텐빌리언,텐빌리언,CSS 3;Spring Boot;iOS;React;REST API;jQuery;Git;HTML5;JavaScript;Network;PHP;Flutter;Android OS;AWS;DB,장기근속 포상;자유로운 연차;점심지원,"",쇼핑몰·오픈마켓
누비랩,(주)누비랩,누비랩,MVVM;GitHub;PostgreSQL;Recoil;Prometheus;Spring Boot;Next.js;Svelte;Yarn;Grafana;fastlane;TypeScript;REST API;GitHub Actions;NLP;PyTorch;Docker;JavaScript;MySQL;Notion;Remix;Flutter;CodePush;AWS;Spring Batch;Angular 2;NestJS;Python;yolo;Rust;QueryDSL;Loki;Argo;Node.js;Google Docs;Vite;Spring;React;Kotlin;TypeORM;Vue.js;Figma;Slack;Swift;React Native;Webpack;Kubernetes,급성장중;자유로운 연차;휴가비 지원;아기 유니콘;유연근무제;점심지원,기타;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업
핀다,(주)핀다,핀다,Java;Kafka;Redis;Spring Boot;Node.js;Next.js;Spring;React;Kotlin;SQL;REST API;Backendless;Git;PyTorch;Linux;Docker;MySQL;HTML5;JavaScript;MongoDB;Spring Data JPA;AWS;Kubernetes;Python,"평균연봉 상위 10%;영업이익 20% 지속성장;스타트업;시리즈C 투자유치;매출액 100억 기업;급성장중;장기근속 포상;2호선 역세권 기업;평균연봉 7,000 이상;성과급/상여금",스타트업;중소기업;병역특례 인증업체,데이터베이스 및 온라인정보 제공업
에프엘이에스,(주)에프엘이에스,에프엘이에스,RTOS;Golang;FPGA;PostgreSQL;Spring Boot;iOS;MachineLearning;MATLAB;HW;VHDL;Docker;MySQL;Verilog;Flutter;Embedded;NestJS;Python;Auth0;JSP;Embedded Linux;GraphQL;Node.js;MSSQL;Spring;PCB;SQL;Vue.js;Yocto;Git;Linux;Swift;Keras;Zeplin;Hyperledger Indy;ARM;Android OS;Dart;C;Qt;GitHub;Kafka;Windows;Laravel;TypeScript;FW;REST API;AZURE;Elasticsearch;Solidity;JavaScript;Cisco ISE;Objective-C;PHP;React.js Boilerplate;MSA;Oracle;AWS;TensorFlow;Java;CSS 3;Firebase;C++;SecureCRT;SW;Redis;MariaDB;React;Kotlin;jQuery;GCP;HTML5;Firebase Hosting;BigData;Slim;DB;Mybatis;Kubernetes,유연근무제,중소기업;주식회사,응용 소프트웨어 개발 및 공급업
심플사파리,(주)심플사파리,심플사파리,REST API;Django;Django REST framework;Spring;Azure DevOps,장기근속 포상;자유로운 연차,중소기업,기타 여행보조 및 예약 서비스업
벙커키즈,(주)벙커키즈,벙커키즈,TypeScript;AI/인공지능;TailwindCSS;Playwright;Flux;Zustand;Supabase;Node.js;Next.js;Vite;React;Capacitor;Docker;FastAPI;Prisma;Python,연봉상승률 30% 이상;급성장중;유연근무제,중소기업;주식회사;사단법인,응용 소프트웨어 개발 및 공급업
위펀,(주)위펀,위펀,Java;CSS 3;QueryDSL;Semantic UI;MariaDB;Spring Boot;React;TypeScript;Vue.js;Git;Semantic UI React;JavaScript;HTML5;MySQL,연봉상승률 10% 이상;시리즈C 투자유치;급성장중;장기근속 포상;자유로운 연차;패밀리데이;프리한 복장;2호선 역세권 기업;유연근무제;점심지원,중소기업;주식회사,""
에프에스솔루션,(주)에프에스솔루션,에프에스솔루션,C++;PyTorch;C;Docker;OpenCV;DeepLearning;Embedded;MachineLearning;TensorFlow;Python,"평균연봉 상위 10%;연봉상승률 30% 이상;자유로운 연차;프리한 복장;점심지원;간식 제공;평균연봉 7,000 이상",중소기업;주식회사;연구소,응용 소프트웨어 개발 및 공급업
하이카이브,(주)하이카이브,하이카이브,Java;PostgreSQL;Blockchain;Go;Tailwind CSS;Next.js;Jira;React;TypeScript;REST API;Git;Docker;Django;MySQL;JavaScript;HTML5;PHP;Kubernetes;Python,자유로운 연차;5호선 역세권 기업;매출액 20% 지속성장,중소기업,응용 소프트웨어 개발 및 공급업
뉴로다임,(주)뉴로다임,뉴로다임,Linux;Keras;Python;TensorFlow,"",중소기업;주식회사,""
피플리,(주)피플리,피플리,Google Drive;Java;REST API;Telegram;GitHub;AWS;Spring Data JPA;Jira,급성장중;장기근속 포상;2호선 역세권 기업;점심지원,중소기업;주식회사,응용 소프트웨어 개발 및 공급업
퍼플아카데미,(주)퍼플아카데미,퍼플아카데미,CSS 3;C++;Redis;Node.js;React;Jira;SQL;Jenkins;QA;REST API;NoSql;Git;Figma;GitHub Actions;Linux;Docker;GCP;Confluence;MySQL;Notion;TCP/IP;AWS;Python;Kubernetes,급성장중;장기근속 포상;프리한 복장;5호선 역세권 기업;성과급/상여금,중소기업;주식회사,온라인 교육 학원
페이워크,페이워크(주),페이워크,TypeScript;CSS 3;MySQL;HTML5;JavaScript;redux-saga;Node.js;React Native;React;Webpack,연봉상승률 10% 이상;영업이익 20% 지속성장;매출액 150% 급성장;2호선 역세권 기업;점심지원;간식 제공,중소기업,데이터베이스 및 온라인정보 제공업
아이디어스투실리콘,아이디어스투실리콘(주),아이디어스투실리콘,C#;C++;C;FPGA;Perl;ethernet;VHDL;ASIC;Git;Linux;Verilog;TCP/IP;Python,"",중소기업,응용 소프트웨어 개발 및 공급업
에스엠해썹,(주)에스엠해썹,에스엠해썹,AI/인공지능;PLC;Spring Boot;HW;AZURE;REST API;PyTorch;Docker;Django REST framework;NGINX;JavaScript;GUI;AWS;Python;Flask;Ubuntu;Java;SW;MariaDB;React;SQL;Git;OpenCV;Django;MES;MongoDB;Keras;FastAPI,급성장중;장기근속 포상;프리한 복장;1호선 역세권 기업;유연근무제;점심지원;워라밸;간식 제공;사내 카페,중소기업;주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업
트렌드오브데이터,주식회사 트렌드오브데이터,트렌드오브데이터,AZURE;AWS,6호선 역세권 기업,"",솔루션·SI·ERP·CRM
레벨나인,(주)레벨나인,레벨나인,REST API;Amazon EC2;Git;Prettier;JavaScript;Redis;Node.js;Next.js;Tailwind CSS,급성장중;경의선 역세권 기업;매출액 20% 지속성장;간식 제공,중소기업;연구소,응용 소프트웨어 개발 및 공급업
부스터스,(주)부스터스,부스터스,Vue.js;Dashboards by Keen IO;jQuery;SW;Linux;TailwindCSS;JavaScript;MySQL;PHP;Bootstrap;ScrapingBot;Python,자유로운 연차;프리한 복장;유연근무제;시리즈A 투자유치,"",""
한국디지털거래소,(주)한국디지털거래소,한국디지털거래소,Infra;Oracle;AWS,"평균연봉 상위 10%;연봉상승률 30% 이상;2호선 역세권 기업;평균연봉 7,000 이상",중소기업;주식회사,응용 소프트웨어 개발 및 공급업
옵트에이아이,(주)옵트에이아이,옵트에이아이,RTOS;C++;SW;FPGA;DeepLearning;MachineLearning;Python,점심지원;매출액 20% 지속성장;성과급/상여금,중소기업,응용 소프트웨어 개발 및 공급업
10가트,(주)10가트,10가트,FW;C++;VHDL;Git;MATLAB;Python,"",중소기업,전자상거래 소매업
아이비젼웍스,(주)아이비젼웍스,아이비젼웍스,C++;OpenCV;Mfc,"매출액 100억 기업;자유로운 연차;코스닥;휴가비 지원;유연근무제;매출액 20% 지속성장;성과급/상여금;평균연봉 6,000 이상",중소기업;코스닥;주식회사;외부감사법인;수출입 기업,그 외 기타 특수목적용 기계 제조업
디엑스솔루션,디엑스솔루션(주),디엑스솔루션,RTOS;AI/인공지능;C++;C;Linux;SW;Embedded Linux;Spring Framework;Embedded;Python,다산그룹 계열사;유연근무제,중소기업;주식회사,응용 소프트웨어 개발 및 공급업
이파피루스,(주)이파피루스,이파피루스,C#;AngularJS;GNU Bash;C;PostgreSQL;RxJS;ibatis;Spring Boot;Windows;Next.js;TypeScript;NoSql;Docker;MySQL;JavaScript;Flutter;AWS;Azure DevOps Server;GitLab;Python;Java;C++;SW;AWS CloudTrail;JSP;Sass;MariaDB;Spring;React;Jenkins;Vue.js;Git;Linux;HTML5;Spring Framework;MES;MongoDB;React Native;Mybatis;REST API;gRPC,"연봉상승률 15% 이상;주거복지;매출액 100억 기업;자유로운 연차;점심지원;워라밸;간식 제공;평균연봉 6,000 이상",중소기업;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업
이포즌,(주)이포즌,이포즌,C#;Java;C++;Git;Linux;Scala;Network;Hadoop;Spark;Python,"연봉상승률 10% 이상;평균연봉 상위 10%;매출액 100억 기업;2호선 역세권 기업;평균연봉 7,000 이상",중소기업;주식회사,응용 소프트웨어 개발 및 공급업
웅진,(주)웅진,웅진,FW;ERP;SAP;SW;Linux;VPN;Windows;IPS;AWS;ABAP;SQL,육아휴직;장기근속 포상;1호선 역세권 기업;코스피;사내 카페,중견기업;코스피;주식회사;외부감사법인,지주회사
알라딘커뮤니케이션,(주)알라딘커뮤니케이션,알라딘커뮤니케이션,AI/인공지능;Hadoop;WebAssembly;OLAP;Node.js;Tableau;SQL;Metabase;TypeScript;AZURE;Hive;R;Dw;NoSql;HTML5;Spark;Etl;AWS;Python,매출액 1000억 기업;프리한 복장;5호선 역세권 기업;성과급/상여금,1000대기업;중견기업;외부감사법인,전자상거래 소매업
데이터드리븐,(주)데이터드리븐,데이터드리븐,TypeScript;Git;Docker;Django;Next.js;Vite;React;Python;Kubernetes;Chakra UI,"영업이익 20% 지속성장;스타트업;급성장중;재택근무;점심지원;영업이익 150% 급성장;평균연봉 6,000 이상",스타트업;주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업
에이아이파크,(주)에이아이파크,에이아이파크,Java;Vercel;GitHub;React;Kotlin;TypeScript;AZURE;PyTorch;Git;Docker;OpenCV;TailwindCSS;JavaScript;HTML5;Android OS;Python;TensorFlow,유연근무제;성과급/상여금;사내 카페,중소기업;주식회사,""
보미오라한의원,보미오라한의원,보미오라한의원,CSS 3;HTML5;JavaScript;PHP;Node.js,급성장중;9호선 역세권 기업;유연근무제;점심지원,중소기업;주식회사;병원/의료기관;수출입 기업,한의원
제이피아이헬스케어,제이피아이헬스케어(주),제이피아이헬스케어,C#;C++;C;DeepLearning,"평균연봉 상위 10%;매출액 100억 기업;장기근속 포상;코스닥;2호선 역세권 기업;평균연봉 7,000 이상;사내 카페",중소기업;코스닥;외부감사법인;수출입 기업,그 외 기타 의료용 기기 제조업
에스엔에프코리아,에스엔에프코리아(주),에스엔에프코리아,PowerShell;Linux;Windows;Python;Firewall,"평균연봉 상위 10%;영업이익 20% 지속성장;주거복지;장기근속 포상;휴가비 지원;매출액 1000억 기업;2호선 역세권 기업;유연근무제;점심지원;평균연봉 7,000 이상",중견기업;외국인 투자기업;주식회사;외부감사법인;수출입 기업,그 외 기타 분류 안된 화학제품 제조업
디지털포토,(주)디지털포토,디지털포토,Linux;NGINX;CentOS;Oracle;Apache HTTP Server,스타트업;스타트업 인기TOP100,스타트업;중소기업;주식회사,""
에프알텍,(주)에프알텍,에프알텍,RTOS;FPGA;PCB;MCU,주거복지;장기근속 포상;코스닥,"",기타 무선 통신장비 제조업
인터콘시스템스,인터콘시스템스(주),인터콘시스템스,RTOS;FW;C++;SW;Pads;Embedded Linux;Embedded;ARM;Orcad;MCU,주거복지;매출액 100억 기업;급성장중;장기근속 포상;자유로운 연차;프리한 복장;수인분당선 역세권 기업;점심지원,중소기업,철도차량 부품 및 관련 장치물 제조업
한국전자인증,한국전자인증(주),한국전자인증,Java;C++;AWS Certificate Manager;C;Linux;Eclipse;MariaDB;Oracle;AWS;Python,육아휴직;코스닥;2호선 역세권 기업;간식 제공,"",시스템 소프트웨어 개발 및 공급업
한우리아이티,(주)한우리아이티,한우리아이티,Java;C;Linux;MySQL;MariaDB;Spring Boot;Oracle;Spring;Jira;Python,육아휴직;자유로운 연차;9호선 역세권 기업;사내 카페,중소기업;주식회사,응용 소프트웨어 개발 및 공급업
칩스앤미디어,(주)칩스앤미디어,칩스앤미디어,FW;C++;VHDL;C;Linux;FPGA;Verilog;Python;HW,"평균연봉 상위 10%;연봉상승률 15% 이상;코넥스;2호선 역세권 기업;점심지원;평균연봉 7,000 이상",중소기업;코넥스;주식회사;외부감사법인;연구소;병역특례 인증업체;수출입 기업,비메모리용 및 기타 전자집적회로 제조업
아이비리더스,(주)아이비리더스,아이비리더스,Java;JavaScript;Spring Boot;Spring;Spring Data JPA,매출액 100억 기업;육아휴직;간식 제공,중소기업;주식회사;외부감사법인;병역특례 인증업체,시스템 소프트웨어 개발 및 공급업
엔큐리티,엔큐리티(주),엔큐리티,FortiGate NGFW;REST API;Cloudflare WAF;AWS WAF;Network;Cisco;TCP/IP;Citrix Gateway;AIOHTTP;Apache HTTP Server,수인분당선 역세권 기업,중소기업;주식회사,응용 소프트웨어 개발 및 공급업
에이치나인,(주)에이치나인,에이치나인,TypeScript;Git;Confluence;Ant Design;Jira;React,휴가비 지원;수인분당선 역세권 기업,중소기업,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업"
씨앤유글로벌,(주)씨앤유글로벌,씨앤유글로벌,Java;Pads;Embedded Linux;Network;MariaDB;Spring;Oracle;Orcad;MCU;HW,"평균연봉 상위 10%;급성장중;자유로운 연차;경강선 역세권 기업;유연근무제;평균연봉 7,000 이상",중소기업;주식회사,유선 통신장비 제조업
인크로스,인크로스(주),인크로스,TypeScript;REST API;Linux;JavaScript;MySQL;Kafka;MariaDB;Node.js;MSSQL;SQL,대기업;육아휴직;장기근속 포상;에스케이 계열사;코스닥;프리한 복장;2호선 역세권 기업;점심지원;사내 카페,대기업;코스닥;주식회사,광고 대행업
네오랩컨버전스,주식회사 네오랩컨버전스,네오랩컨버전스,Orcad;PCB;HW,스타트업;2호선 역세권 기업;점심지원;예비 유니콘,스타트업;중소기업,""
넥서스커뮤니티,(주)넥서스커뮤니티,넥서스커뮤니티,C;Coqui TTS;PostgreSQL;Kafka;DeepLearning;Spring Boot;JSON;MachineLearning;AZURE;REST API;RDB;NoSql;Docker;MySQL;TCP/IP;Oracle;AWS;Python;Java;C++;Amazon SQS;OAuth2;MariaDB;Redis;React;SQL;RabbitMQ;Git;Linux;GCP;XML;MongoDB;OpenAPI;DB;Kubernetes,"연봉상승률 10% 이상;평균연봉 상위 10%;매출액 100억 기업;육아휴직;장기근속 포상;유베이스 계열사;휴가비 지원;5호선 역세권 기업;평균연봉 7,000 이상","",응용 소프트웨어 개발 및 공급업
포씨게이트,(주)포씨게이트,포씨게이트,C#;CSS 3;SW;Windows;iOS;MSSQL;Git;HTML5;JavaScript;MySQL;Spring Framework;Oracle;AWS;Python,MBK파트너스 계열사;5호선 역세권 기업;간식 제공,중소기업;주식회사;수출입 기업,응용 소프트웨어 개발 및 공급업
쿼리시스템즈,(주)쿼리시스템즈,쿼리시스템즈,Network,"영업이익 20% 지속성장;프리한 복장;2호선 역세권 기업;점심지원;평균연봉 6,000 이상",중소기업;주식회사,시스템 소프트웨어 개발 및 공급업
아이오트러스트,(주)아이오트러스트,아이오트러스트,"","시리즈B 투자유치;스타트업;육아휴직;급성장중;7호선 역세권 기업;아기 유니콘;점심지원;평균연봉 6,000 이상",스타트업;중소기업;주식회사,컴퓨터 프로그래밍 서비스업
오프리메드,(주)오프리메드,오프리메드,"",장기근속 포상;자유로운 연차;프리한 복장;유연근무제;점심지원;워라밸;간식 제공;성과급/상여금,중소기업;주식회사;연구소,응용 소프트웨어 개발 및 공급업
언에이아이,(주)언에이아이,언에이아이,PyTorch;Git;FastAPI;MachineLearning;AWS;Python;Kubernetes,자유로운 연차;경강선 역세권 기업;점심지원,중소기업;주식회사,응용 소프트웨어 개발 및 공급업
